0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
25,25,25,25,25,25,25,0,25,25,22,25,25,0,0,25,12,25,20,25,25,0,0,25,25,25,25,0,25,0,25,25,25,25,25,25,25,22,8,25,25,25,25,25,25,25,25,23,25,0,25,0,25,25,0,3,25,0,25,0,25,25,24,25,25,25,25,0,19,0,25,22,25,0,25,25,25,25,0,25,25,25,25,20,25,25,15,0,6,25,25,25,25,25,25,21,25,0,25,25
25,25,25,25,25,25,2,25,25,25,25,25,25,25,0,24,0,25,0,24,25,0,17,25,25,25,0,0,25,25,0,25,25,25,25,0,19,0,25,25,25,0,25,25,25,20,25,25,25,21,23,0,25,25,24,25,25,0,25,25,25,25,0,25,22,0,25,0,25,0,25,0,25,25,6,25,0,25,0,21,25,25,24,23,25,25,25,0,0,25,25,25,25,0,20,25,0,21,19,25
20,25,19,25,2,0,25,25,25,25,25,25,25,25,0,25,25,25,0,25,25,25,25,25,0,25,25,25,18,15,25,16,25,25,25,25,25,21,25,25,25,25,25,25,25,25,0,25,25,0,25,0,0,25,25,0,25,2,25,25,0,25,25,25,25,25,0,0,25,0,25,25,0,25,8,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,21,25,25,25,25,0,0,17
0,25,25,25,25,24,25,22,25,25,25,25,25,25,25,25,12,25,25,25,25,25,25,25,12,21,0,25,25,0,25,25,0,25,24,25,25,0,25,25,25,25,25,25,0,25,25,25,25,0,25,25,25,20,15,25,25,25,0,0,16,25,25,0,20,25,25,0,21,25,0,25,25,0,25,24,2,17,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,0,25,25
25,25,25,0,25,25,0,6,25,25,25,25,25,19,25,25,25,25,0,25,25,21,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,0,25,0,25,25,25,25,25,18,2,25,25,25,25,0,25,25,25,25,14,25,25,25,0,25,25,25,25,25,25,25,25,25,0,25,25,25,25,21,25,25,21,0,0,25
25,25,25,24,25,25,16,0,20,25,21,25,25,25,25,25,0,25,0,4,25,0,25,25,25,25,0,0,25,24,25,25,25,25,25,9,25,25,25,25,25,0,25,25,25,25,25,25,15,0,25,0,25,0,20,25,25,0,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,25,16,21,25,0,25,25,25,0,25,25,25,25,0,25,8,20,25,0,14,25,0,0,0,25
25,25,25,25,25,25,25,0,0,25,24,3,25,25,0,25,0,25,0,25,25,0,22,25,25,25,25,0,25,25,25,25,9,25,25,25,25,25,25,25,21,0,25,25,25,25,25,0,18,0,25,0,20,25,25,0,25,0,25,25,25,25,25,23,25,5,25,0,25,25,25,25,23,25,0,25,0,22,0,0,25,25,25,25,25,25,25,25,0,25,25,25,25,0,2,20,11,0,0,25
0,25,25,25,0,10,25,25,25,25,25,25,25,25,0,25,25,25,0,25,25,25,25,25,0,25,25,25,21,0,25,25,0,25,25,20,0,10,25,19,25,25,25,25,25,25,22,21,25,0,24,0,21,25,25,0,12,22,25,0,20,25,25,15,25,25,25,0,0,0,25,25,25,25,25,25,25,25,0,25,25,25,25,25,17,25,25,20,25,25,25,25,25,25,0,25,25,0,0,25
25,25,25,25,25,21,25,25,18,25,25,25,25,20,0,25,0,25,16,25,25,0,20,0,25,25,0,0,25,8,25,25,23,25,25,16,20,25,25,25,25,0,25,18,25,24,25,25,25,0,25,0,25,20,0,25,25,0,25,25,25,15,25,25,25,0,25,22,25,0,25,25,25,25,0,25,0,18,25,25,25,24,25,25,25,25,25,20,0,25,25,16,25,0,25,25,0,0,0,22
25,25,25,0,21,25,25,16,21,25,25,25,25,0,0,25,20,25,6,25,25,12,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,15,20,0,25,20,25,25,25,0,25,21,25,25,25,25,25,25,25,25,20,0,25,0,25,25,25,25,25,25,25,25,6,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,0,15
25,25,25,25,25,25,25,25,25,25,0,0,25,0,25,25,0,25,23,25,23,0,25,0,0,0,0,18,0,25,25,25,25,25,0,0,18,25,25,20,0,25,25,23,25,25,25,20,0,25,0,0,17,25,22,25,0,0,25,25,25,25,20,0,25,0,0,25,25,25,25,25,25,25,25,25,15,0,17,11,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,12,25,25,0,25
25,25,25,25,25,25,25,0,0,25,0,0,25,0,18,19,0,25,25,25,25,0,19,0,0,25,0,24,25,25,25,6,25,21,17,0,23,25,25,25,0,25,22,25,25,25,25,21,0,25,25,0,25,7,24,0,17,0,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,0,0,7,21,25,25,25,25,25,25,25,25,0,25,12,16,25,0,18,0,25,25,0,0
25,25,25,25,25,25,0,0,25,25,25,25,25,20,25,25,0,25,22,20,25,0,0,18,25,25,0,0,25,21,25,25,25,25,25,25,14,0,25,25,25,0,25,25,25,25,25,20,25,0,25,0,25,25,12,25,25,0,25,25,25,25,25,25,0,0,25,20,25,0,25,2,25,25,24,25,0,20,22,25,25,25,25,25,25,25,25,10,0,25,25,13,25,0,25,25,0,14,25,22
25,25,25,25,25,25,14,25,20,25,21,25,25,19,0,23,25,25,25,25,25,0,0,0,24,25,0,0,25,25,25,25,25,25,25,0,25,25,25,24,25,25,25,25,25,25,25,6,25,17,25,0,25,0,25,0,25,0,25,25,25,25,25,25,25,0,25,25,0,0,25,25,25,25,0,25,0,24,14,25,25,25,25,25,25,25,25,25,0,25,25,0,25,0,25,19,25,0,0,11
0,25,23,0,25,0,25,0,22,25,25,25,13,0,25,25,25,21,9,25,25,0,13,25,25,19,25,14,25,0,25,25,0,23,25,25,15,25,25,18,25,25,25,25,25,25,0,25,25,0,25,21,25,0,2,21,17,25,25,0,25,0,25,18,25,25,25,25,0,0,25,19,0,25,25,25,25,25,23,25,25,25,25,25,25,25,17,0,0,25,18,25,0,25,25,25,25,0,25,23
24,25,25,25,0,14,25,25,25,25,0,0,25,0,0,0,25,25,25,21,0,14,0,0,15,10,0,21,0,25,10,25,25,0,16,0,11,16,25,24,0,25,25,0,0,24,25,22,25,25,0,0,25,25,18,25,0,15,25,19,25,25,0,25,25,21,0,25,0,0,25,25,25,25,25,0,25,0,20,0,25,23,21,25,25,22,25,0,25,25,25,0,0,0,0,22,25,25,0,23
25,25,25,0,20,25,0,0,24,24,3,25,25,25,25,25,0,25,0,25,25,0,0,25,25,25,21,25,25,0,25,25,20,25,25,25,25,25,25,25,25,0,25,25,25,20,0,0,0,0,25,0,25,25,25,25,25,20,25,16,21,25,25,25,25,25,25,0,25,0,25,0,25,25,25,25,25,25,0,25,21,25,25,0,21,25,25,0,0,25,25,25,25,17,25,25,0,0,25,22
25,25,25,25,25,25,25,0,0,25,4,0,25,25,0,25,0,25,0,25,24,0,25,25,25,20,25,0,25,25,25,25,22,25,25,25,25,25,25,25,25,0,22,0,25,25,25,14,5,0,25,0,25,25,25,0,25,0,25,25,25,25,25,25,25,23,25,11,25,24,25,25,0,25,0,25,20,25,13,21,25,25,25,22,25,25,25,25,0,25,20,25,25,0,0,12,0,0,0,25
0,25,25,0,25,25,25,0,25,25,25,25,0,25,25,25,25,25,19,25,25,25,20,25,25,25,19,8,25,0,25,25,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,22,25,25,25,0,25,25,25,25,0,0,25,25,0,25,25,25,14,18,0,25,24,25,0,25,25,25,25,0,25,25,25,25,16,25,25,22,0,0,25,25,25,22,25,25,25,25,0,25,25
0,25,25,15,25,25,25,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,20,25,21,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,20,25,25,0,25,25,25,25,25,25,25,0,0,25,17,21,0,0,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,0,20,25
25,25,22,25,25,25,25,0,0,25,6,13,25,24,25,25,0,25,25,22,25,0,25,25,25,25,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,0,0,12,25,0,25,25,25,25,25,25,25,25,18,25,25,25,25,25,22,0,25,0,25,25,25,25,0,20,25,25,23,21,18,18,25,21,18,24,25,25,0,25,23,25,25,0,17,25,0,25,25,25
21,25,25,0,25,25,0,0,22,25,25,25,25,25,25,25,25,25,0,17,25,25,25,25,17,21,25,21,25,25,25,25,0,25,25,0,25,25,25,25,25,13,20,25,25,25,25,25,21,0,25,0,19,25,25,0,25,0,22,25,25,25,25,0,25,25,25,6,25,0,25,25,0,25,0,25,25,25,0,0,25,25,25,0,25,25,25,25,2,21,25,25,25,0,0,0,0,0,0,19
0,25,0,5,0,0,22,25,25,25,25,25,25,25,0,25,25,25,0,25,25,25,25,25,0,25,25,25,25,0,25,25,20,25,25,25,0,24,25,25,25,25,25,25,25,25,0,24,25,0,12,25,25,25,25,0,21,25,25,25,0,25,25,25,25,25,25,25,0,0,25,25,0,25,0,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,0,25,21,25,25,0,25,12
25,25,25,0,25,25,0,0,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,0,25,0,25,25,25,0,25,0,25,25,25,25,25,0,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,25,25,25,25,20,25,25,25,25,0,25,25,25,25,0,25,25,19,0,24,25
0,25,25,0,25,24,0,0,25,25,25,25,25,25,25,0,25,25,0,25,24,25,25,25,0,20,16,25,25,0,25,25,0,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,25,25,25,25,25,25,25,19,17,25,25,0,25,25,25,0,25,0,25,25,11,0,25,25,25,25,0,25,25,25,25,0,25,25,25,17,0,25,25,25,25,25,20,25,21,0,24,25
